ptx,pty,size,angle,response,octave,classid
20.888816833496094,58.68034744262695,3.3844430446624756,11.256103515625,0.05388083681464195,12387327,-1
20.888816833496094,58.68034744262695,3.3844430446624756,195.71841430664062,0.05388083681464195,12387327,-1
26.04107093811035,48.318843841552734,4.449934005737305,219.77593994140625,0.05043631047010422,15466752,-1
27.942426681518555,58.48878860473633,2.1487510204315186,230.3304901123047,0.015324931591749191,12976639,-1
28.272493362426758,53.34001922607422,3.813415288925171,47.9732666015625,0.03181074559688568,4325632,-1
35.9434700012207,42.27983474731445,7.227497100830078,241.25082397460938,0.05519562587141991,459009,-1
38.29351806640625,52.34733200073242,2.009181022644043,247.02984619140625,0.019030427560210228,8126975,-1
38.39382553100586,63.99360656738281,4.1232733726501465,212.14974975585938,0.024473123252391815,9961728,-1
38.39382553100586,63.99360656738281,4.1232733726501465,257.5860595703125,0.024473123252391815,9961728,-1
39.97325897216797,57.2916374206543,4.078434467315674,209.25424194335938,0.020709434524178505,9175296,-1
42.00843811035156,60.599578857421875,2.009368896484375,178.00106811523438,0.01947297714650631,8126975,-1
44.76882553100586,49.24778747558594,6.867541790008545,66.244873046875,0.022153573110699654,13435648,-1
45.17095184326172,62.44203186035156,1.8710262775421143,51.10626220703125,0.02968478575348854,2949631,-1
45.314659118652344,58.2138671875,3.8965001106262207,207.50624084472656,0.029213543981313705,5898496,-1
48.1336669921875,66.12400817871094,5.717122554779053,90.50039672851562,0.015256538055837154,197376,-1
48.84143829345703,62.18360137939453,2.920112371444702,49.49676513671875,0.017528638243675232,1704959,-1
48.84143829345703,62.18360137939453,2.920112371444702,135.9000244140625,0.017528638243675232,1704959,-1
51.480812072753906,55.13798141479492,2.609133005142212,284.8115234375,0.020841864868998528,10289919,-1
54.47169876098633,60.96874237060547,3.840268850326538,81.81240844726562,0.04007890075445175,4849920,-1
54.47169876098633,60.96874237060547,3.840268850326538,308.7668762207031,0.04007890075445175,4849920,-1
55.03083801269531,36.615699768066406,2.4835205078125,280.46551513671875,0.027606181800365448,6750975,-1
56.462066650390625,64.39167022705078,2.4886224269866943,79.73358154296875,0.02155810035765171,6882047,-1
56.86151123046875,34.51404571533203,1.9450159072875977,285.8244323730469,0.018073517829179764,5767679,-1
59.32225036621094,58.44099044799805,2.5128719806671143,301.8275451660156,0.023918675258755684,7602943,-1
60.08534240722656,61.87655258178711,1.9366329908370972,87.75967407226562,0.03159511089324951,5439999,-1
60.08534240722656,61.87655258178711,1.9366329908370972,299.0113220214844,0.03159511089324951,5439999,-1
61.89970397949219,41.78832244873047,7.505224704742432,299.7502136230469,0.04302786663174629,3145985,-1
63.574981689453125,40.05575942993164,2.1616344451904297,302.92987060546875,0.0315084345638752,13435391,-1
71.81941986083984,47.6703987121582,3.443693161010742,321.2850036621094,0.03381672874093056,13698047,-1
77.53672790527344,58.34605407714844,2.5159718990325928,32.656585693359375,0.0352560430765152,7668479,-1
79.56682586669922,52.45915603637695,2.996782064437866,329.864990234375,0.014343474060297012,3605503,-1
