ptx,pty,size,angle,response,octave,classid
16.943140029907227,36.593135833740234,2.0847814083099365,182.20352172851562,0.03461362421512604,10813951,-1
16.943140029907227,36.593135833740234,2.0847814083099365,229.4181365966797,0.03461362421512604,10813951,-1
19.04960060119629,37.13349533081055,5.818122386932373,186.86692810058594,0.04714914783835411,1442560,-1
19.04960060119629,37.13349533081055,5.818122386932373,232.32017517089844,0.04714914783835411,1442560,-1
21.89219093322754,53.94094467163086,1.9815466403961182,145.40773010253906,0.039041321724653244,7143935,-1
24.057350158691406,51.858158111572266,2.345463514328003,312.7074279785156,0.017341282218694687,2622207,-1
26.761022567749023,49.88496017456055,1.830605149269104,100.35733032226562,0.020557673647999763,1376767,-1
28.54227066040039,49.059326171875,3.6702516078948975,80.58218383789062,0.020305044949054718,1573120,-1
29.957550048828125,63.0158576965332,1.9713274240493774,125.00656127929688,0.02497822605073452,6750719,-1
30.325746536254883,54.266822814941406,3.9243695735931396,319.8305969238281,0.01725725270807743,6422784,-1
36.28571701049805,49.36131286621094,2.5921990871429443,61.2529296875,0.02956240437924862,9831167,-1
36.28571701049805,49.36131286621094,2.5921990871429443,231.29397583007812,0.02956240437924862,9831167,-1
38.845794677734375,51.81245422363281,2.489952802658081,63.281524658203125,0.014614609070122242,6947583,-1
40.08108901977539,40.2805061340332,7.341609954833984,126.89247131347656,0.01804765686392784,1573121,-1
40.08108901977539,40.2805061340332,7.341609954833984,268.5975341796875,0.01804765686392784,1573121,-1
43.0433349609375,54.78266906738281,2.066279172897339,106.42533874511719,0.039149802178144455,10158591,-1
43.904998779296875,58.392578125,3.091840982437134,110.03019714355469,0.020046669989824295,5899263,-1
47.22284698486328,47.84402084350586,2.740267753601074,301.18817138671875,0.016151070594787598,13828863,-1
49.490196228027344,57.08928298950195,2.547941207885742,133.11160278320312,0.020692823454737663,8585983,-1
49.490196228027344,57.08928298950195,2.547941207885742,327.3447265625,0.020692823454737663,8585983,-1
52.50664138793945,52.73123550415039,3.9273452758789062,331.8365783691406,0.014587954618036747,6488320,-1
58.99814224243164,36.18488311767578,2.446758508682251,319.79010009765625,0.022004520520567894,5636863,-1
61.99174880981445,57.465579986572266,9.370231628417969,354.047607421875,0.03898955136537552,2490881,-1
