ptx,pty,size,angle,response,octave,classid
31.408355712890625,64.26177978515625,2.1223347187042236,128.435546875,0.04503364861011505,12059135,-1
31.91584587097168,67.91981506347656,2.564246892929077,127.18624877929688,0.021568596363067627,9044735,-1
37.50659942626953,45.468379974365234,2.709908962249756,74.35336303710938,0.019007835537195206,13042431,-1
38.85630416870117,61.4708251953125,2.560811758041382,96.87957763671875,0.02187003195285797,8979199,-1
42.6239128112793,52.00357437133789,4.1136860847473145,267.73828125,0.013953077606856823,9830656,-1
47.29338836669922,56.0622444152832,1.9392226934432983,260.9916076660156,0.0284280925989151,5571071,-1
53.766563415527344,60.45218276977539,2.3005800247192383,111.42311096191406,0.033486321568489075,1180415,-1
55.05646514892578,64.13609313964844,2.6358537673950195,111.91017150878906,0.02880559116601944,11010815,-1
58.37359619140625,56.585243225097656,2.4666831493377686,323.21929931640625,0.016045453026890755,6226687,-1
59.9432487487793,63.84252166748047,2.9464187622070312,324.2808837890625,0.03083779476583004,2360319,-1
60.34038543701172,54.48759078979492,1.9003208875656128,315.9710388183594,0.014072833582758904,4063743,-1
63.08037185668945,60.20021438598633,3.9298043251037598,334.5998229980469,0.0269403588026762,6488320,-1
64.56671905517578,66.1025619506836,2.029296398162842,289.5428771972656,0.013613885268568993,8847871,-1
67.56665802001953,56.03089904785156,2.633105516433716,113.13703918457031,0.013875356875360012,10945279,-1
67.70246887207031,68.15412902832031,4.53093957901001,53.132781982421875,0.04024699702858925,66048,-1
70.4815444946289,68.20813751220703,2.1630756855010986,57.2432861328125,0.03800763562321663,13435391,-1
74.43555450439453,60.084354400634766,2.935734748840332,137.965576171875,0.017662279307842255,2098175,-1
79.0515365600586,59.8600959777832,2.739406108856201,344.7979736328125,0.0561756007373333,13828863,-1
81.35322570800781,55.09292984008789,3.206908941268921,338.6190490722656,0.027294376865029335,8520703,-1
